PK,SK,name,hiragana,level,english,vietnamese,chinese,korean,indonesian,hindi,lexical_category,accent_up,accent_down,EntityType
WORD,4718,手拍子,てびょうし,15,clapping,vỗ tay nhịp,拍手,손뼉,tepuk tangan,ताली बजाना,noun,1,2,Word
WORD,4719,合図,あいず,15,signal,tín hiệu,暗号,신호,sinyal,संकेत,noun,,1,Word
WORD,4720,作戦,さくせん,14,strategy,chiến lược,"作战,策略",작전,"strategi,taktik",रणनीति,noun,1,,Word
WORD,4721,破綻,はたん,15,collapse,sụp đổ,破产,파탄,keruntuhan,पतन,noun,1,,Word
WORD,4722,波及,はきゅう,15,spread,lan rộng,波及,파급,menyebar,फैलना,noun,1,,Word
WORD,4723,及びます,およびます,15,to reach,đạt tới,达到,미치다,mencapai,पहुँचना,verb5,1,4,Word
WORD,4724,わざわざ,わざわざ,15,take the trouble,cố công,特地,일부러,sengaja,विशेष रूप से,adverb,,1,Word
WORD,4725,一応,いちおう,12,for the time being,tạm thời,"姑且, 暂时",일단,untuk saat ini,"फिलहाल, एक तरह से",adverb,1,,Word
WORD,4726,念の為,ねんのため,14,just in case,phòng khi,以防万一,만약을 위해,untuk berjaga-jaga,एहतियात,adverb,1,,Word
WORD,4727,聖なる,せいなる,15,holy,thiêng liêng,神圣的,신성한,suci,पवित्र,attributive_adjective,,1,Word
WORD,4728,淑女,しゅくじょ,15,lady,quý cô,淑女,숙녀,wanita terhormat,महिला,noun,,1,Word
WORD,4729,処女,しょじょ,15,virgin,trinh nữ,处女,처녀,perawan,कुँवारी,noun,,1,Word
WORD,4730,童貞,どうてい,15,virgin,nam đồng trinh,童贞,동정,perjaka,कुँवारा,noun,1,,Word
WORD,4731,ウブな,ウブな,15,innocent,ngây thơ,纯真的,숫기 없는,polos,मासूम,na_adjective,,1,Word
WORD,4732,デバイス,デバイス,15,device,thiết bị,设备,장치,perangkat,उपकरण,noun,1,,Word
WORD,4733,端末,たんまつ,14,terminal,thiết bị đầu cuối,终端,단말기,terminal,टर्मिनल,noun,1,,Word
WORD,4734,紳士,しんし,15,gentleman,quý ông,绅士,신사,pria budiman,सज्जन,noun,,1,Word
WORD,4735,領主,りょうしゅ,15,feudal lord,lãnh chúa,领主,영주,penguasa feodal,सामंती स्वामी,noun,,1,Word
WORD,4736,大名,だいみょう,15,daimyo,đại danh,大名,다이묘,daimyo,दैमो,noun,1,3,Word
WORD,4737,将軍,しょうぐん,15,shogun,tướng quân,将军,쇼군,shogun,शोगुन,noun,1,,Word
WORD,4738,導線,どうせん,15,conductor,dây dẫn,导线,도선,konduktor,कंडक्टर,noun,1,,Word
WORD,4739,火薬,かやく,15,gunpowder,thuốc súng,火药,화약,bubuk mesiu,बारूद,noun,1,,Word
WORD,4740,生地,きじ,15,fabric,vải,布料,천,kain,कपड़ा,noun,,1,Word
WORD,4741,裏地,うらじ,15,lining,vải lót,里子,안감,lapisan,अस्तर,noun,1,,Word
WORD,4742,背表紙,せびょうし,15,book spine,gáy sách,书脊,책등,punggung buku,पुस्तक रीढ़,noun,1,2,Word
WORD,4743,インク,インク,11,ink,mực,墨水,잉크,tinta,स्याही,noun,1,,Word
WORD,4744,パネル,パネル,15,panel,bảng,面板,패널,panel,पैनल,noun,1,,Word
WORD,4745,タイル,タイル,15,tile,gạch,瓷砖,타일,ubin,टाइल,noun,,1,Word
WORD,4746,集客,しゅうきゃく,15,attract customers,thu hút khách hàng,招揽顾客,집객,menarik pelanggan,ग्राहकों को आकर्षित करना,noun,1,,Word
WORD,4747,マーケティング,マーケティング,16,marketing,tiếp thị,营销,마케팅,pemasaran,विपणन,noun,1,,Word
WORD,4748,マーケット,マーケット,15,market,chợ,市场,시장,pasar,बाजार,noun,,1,Word
WORD,4749,プロデューサー,プロデューサー,15,producer,nhà sản xuất,制片人,프로듀서,produser,निर्माता,noun,1,3,Word
WORD,4750,艦長,かんちょう,15,captain,thuyền trưởng,舰长,함장,kapten kapal,कप्तान,noun,,1,Word
WORD,4751,爬虫類,はちゅうるい,15,reptile,bò sát,爬行动物,파충류,reptil,सरीसृप,noun,1,2,Word
WORD,4752,鳥類,ちょうるい,15,bird,chim,鸟类,조류,burung,पक्षी,noun,,1,Word
WORD,4753,満月,まんげつ,13,full moon,trăng tròn,满月,보름달,bulan purnama,पूर्णिमा,noun,,1,Word
WORD,4754,新月,しんげつ,16,new moon,trăng non,新月,초승달,bulan baru,अमावस्या,noun,,1,Word
WORD,4755,半月,はんげつ,16,half moon,trăng bán nguyệt,半月,반달,setengah bulan,अर्धचंद्र,noun,,1,Word
WORD,4756,三日月,みかづき,15,crescent moon,trăng lưỡi liềm,新月,초승달,bulan sabit,अर्धचंद्र,noun,1,,Word
WORD,4757,衛星,えいせい,15,satellite,vệ tinh,卫星,위성,satelit,उपग्रह,noun,1,,Word
WORD,4758,太陽電池,たいようでんち,15,solar cell,pin mặt trời,太阳能电池,태양 전지,sel surya,सौर सेल,noun,1,5,Word
WORD,4759,眉間,みけん,15,between eyebrows,giữa lông mày,眉间,미간,antara alis,भौहों के बीच,noun,1,,Word
WORD,4760,平方根,へいほうこん,15,square root,căn bậc hai,平方根,제곱근,akar kuadrat,वर्गमूल,noun,1,3,Word
WORD,4761,吐息,といき,16,sigh,tiếng thở dài,叹气,한숨,napas,आह,noun,1,,Word
WORD,4762,聖域,せいいき,16,sanctuary,thánh địa,圣域,성역,tempat suci,अभयारण्य,noun,1,,Word
WORD,4763,成分,せいぶん,14,ingredient,thành phần,成分,성분,"bahan,komponen",घटक,noun,,1,Word
WORD,4764,州,しゅう,15,state,tiểu bang,州,주,negara bagian,राज्य,noun,,1,Word
WORD,4765,連邦,れんぽう,15,federation,liên bang,联邦,연방,federasi,संघ,noun,1,,Word
WORD,4766,米国,べいこく,13,United States,Mỹ,美国,미국,Amerika Serikat,संयुक्त राज्य,noun,1,,Word
WORD,4767,北米,ほくべい,15,North America,Bắc Mỹ,北美,북미,Amerika Utara,उत्तरी अमेरिका,noun,1,,Word
WORD,4768,南米,なんべい,14,South America,Nam Mỹ,南美,남미,Amerika Selatan,दक्षिण अमेरिका,noun,1,,Word
WORD,4769,中米,ちゅうべい,15,Central America,Trung Mỹ,中美,중미,Amerika Tengah,मध्य अमेरिका,noun,1,,Word
WORD,4770,拗ねます,すねます,15,to sulk,hờn dỗi,闹别扭,토라지다,merajuk,रूठना,verb1down,1,3,Word
WORD,4771,集中力,しゅうちゅうりょく,15,concentration,sự tập trung,集中力,집중력,konsentrasi,एकाग्रता,noun,1,3,Word
WORD,4772,精神力,せいしんりょく,15,mental strength,sức mạnh tinh thần,精神力,정신력,kekuatan mental,मानसिक शक्ति,noun,1,3,Word
WORD,4773,集中します,しゅうちゅうします,12,to concentrate,tập trung,集中,집중하다,berkonsentrasi,ध्यान केंद्रित करना,verb_sa,1,6,Word
WORD,4774,タフな,タフな,15,tough,khỏe mạnh,坚韧的,터프한,tangguh,सख्त,na_adjective,,1,Word
WORD,4775,マッチョ,マッチョ,15,muscular,cơ bắp,肌肉发达,근육질의,berotot,मांसपेशियों वाला,noun,1,,Word
WORD,4776,垂れ幕,たれまく,15,banner,băng rôn,横幅,현수막,spanduk,बैनर,noun,1,,Word
WORD,4777,大道具,おおどうぐ,15,stage props,đạo cụ lớn,大道具,무대 도구,properti panggung,स्टेज प्रॉप्स,noun,1,3,Word
WORD,4778,裏方,うらかた,15,backstage staff,hậu trường,幕后,무대 뒤,staf belakang panggung,बैकस्टेज स्टाफ,noun,1,,Word
WORD,4779,黒幕,くろまく,15,mastermind,người giật dây,幕后黑手,막후실세,dalang,मास्टरमाइंड,noun,1,,Word
WORD,4780,逆立ち,さかだち,15,handstand,trồng cây chuối,倒立,물구나무서기,berdiri dengan tangan,शीर्षासन,noun,1,,Word
WORD,4781,食中毒,しょくちゅうどく,15,food poisoning,ngộ độc thực phẩm,食物中毒,식중독,keracunan makanan,भोजन विषाक्तता,noun,1,3,Word
WORD,4782,皇帝,こうてい,16,emperor,hoàng đế,皇帝,황제,kaisar,सम्राट,noun,1,,Word
WORD,4783,修行,しゅぎょう,15,training,tu hành,修行,수행,pelatihan,प्रशिक्षण,noun,1,,Word
WORD,4784,訓練,くんれん,14,practice,huấn luyện,训练,훈련,pelatihan,प्रशिक्षण,noun,,1,Word
WORD,4785,批難,ひなん,15,criticism,chỉ trích,批评,비난,kritik,आलोचना,noun,,1,Word
WORD,4786,負荷,ふか,15,load,tải trọng,负荷,부하,beban,भार,noun,,1,Word
WORD,4787,やり方,やりかた,12,way,cách làm,做法,방법,cara,तरीका,noun,1,,Word
WORD,4788,子守,こもり,15,babysitting,trông trẻ,看孩子,아기 보기,menjaga anak,बच्चे की देखभाल,noun,1,,Word
WORD,4789,攻め,せめ,14,attack,tấn công,"进攻,攻击",공격,serangan,हमला,noun,1,,Word
WORD,4790,守り,まもり,15,defense,phòng thủ,防守,방어,pertahanan,रक्षा,noun,1,,Word
WORD,4791,靴磨き,くつみがき,15,shoe polishing,đánh giày,擦鞋,구두닦이,menyemir sepatu,जूते चमकाना,noun,1,3,Word
WORD,4792,行儀,ぎょうぎ,15,manners,tác phong,举止,예의,tingkah laku,शिष्टाचार,noun,1,,Word
WORD,4793,失礼な,しつれいな,6,rude,thô lỗ,失礼的,무례하다,tidak sopan,असभ्य,na_adjective,1,2,Word
WORD,4794,了解,りょうかい,9,understanding,hiểu rõ,了解,양해,pemahaman,समझना,noun,1,,Word
WORD,4795,了承,りょうしょう,13,consent,đồng ý,"谅解, 同意","승낙, 양해",persetujuan,सहमति,noun,1,,Word
WORD,4796,合意,ごうい,14,agreement,thỏa thuận,"同意,合意",합의,"persetujuan,kesepakatan",समझौता,noun,1,,Word
WORD,4797,同意,どうい,15,approval,tán thành,同意,동의,persetujuan,सहमति,noun,1,,Word
WORD,4798,ゆるキャラ,ゆるキャラ,15,mascot,linh vật,吉祥物,캐릭터,maskot,शुभंकर,noun,1,,Word
WORD,4799,堀,ほり,15,moat,hào,护城河,해자,parit,खाई,noun,1,,Word
WORD,4800,爪楊枝,つまようじ,15,toothpick,tăm,牙签,이쑤시개,tusuk gigi,टूथपिक,noun,1,3,Word
WORD,4801,ダイエット,ダイエット,13,diet,ăn kiêng,"节食, 减肥",다이어트,diet,आहार,noun,,1,Word
WORD,4802,辞典,じてん,15,dictionary,từ điển,辞典,사전,kamus,शब्दकोश,noun,1,,Word
WORD,4803,自転,じてん,15,rotation,xoay vòng,自转,자전,rotasi,घूर्णन,noun,1,,Word
WORD,4804,公転,こうてん,16,orbit,chuyển động quanh,公转,공전,orbit,परिक्रमा,noun,1,,Word
WORD,4805,天候,てんこう,13,weather,thời tiết,天气,날씨,cuaca,मौसम,noun,1,,Word
WORD,4806,どら焼き,どらやき,15,dorayaki,bánh dorayaki,铜锣烧,도라야키,dorayaki,डोरायाकी,noun,1,,Word
WORD,4807,クレープ,くれーぷ,16,crepe,bánh crepe,可丽饼,크레이프,krep,क्रेप,noun,1,2,Word
WORD,4808,オレンジ,オレンジ,12,orange,cam,橙子,오렌지,jeruk,संतरा,noun,1,2,Word
WORD,4809,グレープ,グレープ,16,grape,nho,葡萄,포도,anggur,अंगूर,noun,1,2,Word
WORD,4810,マスカット,マスカット,15,muscat,nho muscat,马斯喀特,머스캣,muskat,मस्कट,noun,1,3,Word
WORD,4811,隼,はやぶさ,15,falcon,chim ưng,隼,송골매,elang,बाज़,noun,1,,Word
WORD,4812,ごみ袋,ごみぶくろ,13,trash bag,túi rác,垃圾袋,쓰레기봉투,kantong sampah,कूड़े का बैग,noun,1,3,Word
WORD,4813,海溝,かいこう,15,trench,rãnh biển,海沟,해구,palung,गर्त,noun,1,,Word
WORD,4814,盆地,ぼんち,15,basin,lòng chảo,盆地,분지,cekungan,द्रोणी,noun,1,,Word
WORD,4815,足湯,あしゆ,15,foot bath,tắm chân,足浴,족욕,rendam kaki,फुट बाथ,noun,1,,Word
WORD,4816,サウナ,サウナ,14,sauna,xông hơi,桑拿,사우나,sauna,सौना,noun,,1,Word
WORD,4817,水風呂,みずぶろ,15,cold bath,tắm nước lạnh,冷水浴,냉수 목욕,mandi air dingin,ठंडा स्नान,noun,1,,Word
WORD,4818,気だるい,けだるい,16,sluggish,mệt mỏi,懒洋洋的,나른하다,lesu,सुस्त,i_adjective,1,3,Word
WORD,4819,だるい,だるい,14,tired,mệt,"倦怠的,疲乏的",나른하다,"lemas,lesu",सुस्त,i_adjective,1,2,Word
WORD,4820,そばかす,そばかす,15,freckles,tàn nhang,雀斑,주근깨,bintik-bintik,झाईयाँ,noun,1,,Word
WORD,4821,つり目,つりめ,15,slanted eyes,mắt xếch,吊眼,찢어진 눈,mata sipit,तिरछी आँखें,noun,1,,Word
WORD,4822,たれ目,たれめ,15,drooping eyes,mắt rũ xuống,垂眼,처진 눈,mata kendur,झुकी हुई आँखें,noun,1,,Word
WORD,4823,にきび,にきび,15,pimple,mụn,粉刺,여드름,jerawat,फुंसी,noun,,1,Word
WORD,4824,染み,しみ,13,stain,vết bẩn,"污渍, 斑点",얼룩,noda,दाग,noun,1,,Word
WORD,4825,吹き出物,ふきでもの,15,eruption,mụn nổi,疹子,뾰루지,ruam,विस्फोट,noun,1,,Word
WORD,4826,できもの,できもの,13,boil,u nhọt,"疮, 脓包",종기,bisul,फोड़ा,noun,1,3,Word
WORD,4827,転がります,ころがります,12,to roll,lăn,滚,구르다,berguling,लुढ़कना,verb5,1,5,Word
WORD,4828,転落,てんらく,15,fall,ngã,跌落,전락,jatuh,गिरना,noun,1,,Word
WORD,4829,閃光,せんこう,16,flash,ánh chớp,闪光,섬광,kilatan,चमक,noun,1,,Word
WORD,4830,トライアスロン,とらいあすろん,16,triathlon,ba môn phối hợp,铁人三项,트라이애슬론,triatlon,ट्रायथलॉन,noun,1,4,Word
WORD,4831,夕暮れ,ゆうぐれ,14,twilight,hoàng hôn,黄昏,해질 녘,senja,गोधूलि,noun,1,,Word
WORD,4832,マニア,マニア,13,enthusiast,người đam mê,"狂热者, 迷",마니아,penggemar,उत्साही,noun,,1,Word
WORD,4833,ダンベル,ダンベル,15,dumbbell,tạ tay,哑铃,덤벨,barbel,डम्बल,noun,1,,Word
WORD,4834,トレーニング,トレーニング,15,training,tập luyện,训练,트레이닝,pelatihan,प्रशिक्षण,noun,1,2,Word
WORD,4835,不可能な,ふかのうな,13,impossible,không thể,不可能的,불가능한,tak mungkin,असंभव,na_adjective,1,2,Word
WORD,4836,かさぶた,かさぶた,15,scab,vảy thương,痂,딱지,koreng,पपड़ी,noun,1,,Word
WORD,4837,荒れます,あれます,14,to get rough,trở nên dữ dội,"变粗糙,变坏",거칠어지다,menjadi kasar,ख़राब होना,verb1down,1,3,Word
WORD,4838,悪評,あくひょう,15,bad reputation,tiếng xấu,恶评,악평,reputasi buruk,बुरी प्रतिष्ठा,noun,1,,Word
WORD,4839,苦言,くげん,16,harsh words,lời phê bình,苦言,쓴소리,teguran keras,कटु शब्द,noun,1,,Word
WORD,4840,極論,きょくろん,15,extreme argument,lý lẽ cực đoan,极论,극론,argumen ekstrem,चरम तर्क,noun,1,,Word
WORD,4841,極東,きょくとう,15,Far East,Viễn Đông,远东,극동,Timur Jauh,सुदूर पूर्व,noun,1,,Word
WORD,4842,中東,ちゅうとう,14,Middle East,Trung Đông,中东,중동,Timur Tengah,मध्य पूर्व,noun,1,,Word
WORD,4843,豪州,ごうしゅう,16,Australia,Úc,澳洲,호주,Australia,ऑस्ट्रेलिया,noun,,1,Word
WORD,4844,チート,ちーと,16,cheat,gian lận,作弊,치트,curang,धोखा,noun,1,,Word
WORD,4845,局面,きょくめん,15,situation,tình thế,局面,국면,situasi,स्थिति,noun,1,2,Word
WORD,4846,方面,ほうめん,15,direction,hướng,方面,방면,arah,दिशा,noun,1,3,Word
WORD,4847,スナック菓子,スナックがし,15,snack food,đồ ăn vặt,零食,스낵 과자,makanan ringan,स्नैक फूड,noun,1,5,Word
WORD,4848,かき氷,かきごおり,15,shaved ice,đá bào,刨冰,빙수,es serut,बर्फ का गोला,noun,1,3,Word
WORD,4849,アナウンス,アナウンス,15,announcement,thông báo,广播,안내 방송,pengumuman,घोषणा,noun,1,3,Word
WORD,4850,ブザー,ブザー,15,buzzer,chuông báo,蜂鸣器,부저,bel,बजर,noun,,1,Word
WORD,4851,オートロック,オートロック,15,auto-lock,khóa tự động,自动锁,오토록,kunci otomatis,ऑटो-लॉक,noun,1,4,Word
WORD,4852,爆笑,ばくしょう,15,loud laugh,cười lớn,爆笑,폭소,tertawa terbahak,जोर से हँसना,noun,1,,Word
WORD,4853,号泣,ごうきゅう,15,crying loudly,khóc to,号哭,통곡,menangis keras,जोर से रोना,noun,1,,Word
WORD,4854,落語,らくご,15,rakugo,truyện cười rakugo,落语,라쿠고,rakugo,राकुगो,noun,1,,Word
WORD,4855,コメディ,コメディ,15,comedy,hài kịch,喜剧,코미디,komedi,कॉमेडी,noun,,1,Word
WORD,4856,アクション,アクション,15,action,hành động,动作,액션,aksi,एक्शन,noun,,1,Word
WORD,4857,作曲,さっきょく,15,composition,soạn nhạc,作曲,작곡,komposisi,रचना,noun,1,,Word
WORD,4858,作詞,さくし,15,lyrics,viết lời bài hát,作词,작사,lirik,बोल,noun,1,,Word
WORD,4859,埋め合わせ,うめあわせ,15,compensation,đền bù,弥补,보상,kompensasi,मुआवजा,noun,1,,Word
WORD,4860,償い,つぐない,15,atonement,chuộc lỗi,赎罪,속죄,penebusan,प्रायश्चित,noun,1,,Word
WORD,4861,代償,だいしょう,16,compensation,đền bù,代价,대상,kompensasi,मुआवजा,noun,1,,Word
WORD,4862,弁償,べんしょう,14,reimbursement,bồi thường,赔偿,변상,ganti rugi,क्षतिपूर्ति,noun,1,,Word
WORD,4863,抗い,あらがい,16,resistance,sự chống lại,反抗,저항,perlawanan,प्रतिरोध,noun,1,,Word
WORD,4864,中二病,ちゅうにびょう,16,chuunibyou,hội chứng tuổi teen,中二病,중2병,chuunibyou,चूनीब्यो,noun,1,,Word
WORD,4865,芸人,げいにん,15,comedian,diễn viên hài,艺人,연예인,penghibur,कलाकार,noun,1,,Word
WORD,4866,達者な,たっしゃな,15,skillful,giỏi,熟练的,능숙한,terampil,कुशल,na_adjective,1,,Word
WORD,4867,コンビ,コンビ,15,pair,cặp đôi,组合,콤비,pasangan,जोड़ी,noun,,1,Word
WORD,4868,劣化,れっか,14,deterioration,xuống cấp,劣化,열화,"kerusakan,degenerasi",बिगड़ना,noun,1,,Word
WORD,4869,改良,かいりょう,15,improvement,cải tiến,改良,개량,perbaikan,सुधार,noun,1,,Word
WORD,4870,改悪,かいあく,16,worsening,làm xấu đi,改恶,개악,memburuk,बिगाड़,noun,1,,Word
WORD,4871,好調,こうちょう,14,good condition,thuận lợi,"顺利,景气",호조,kondisi baik,अच्छी स्थिति,noun,1,,Word
WORD,4872,不調,ふちょう,15,bad condition,trục trặc,不佳,부진,kondisi buruk,खराब स्थिति,noun,1,,Word
WORD,4873,パフォーマンス,パフォーマンス,15,performance,biểu diễn,表现,퍼포먼스,kinerja,प्रदर्शन,noun,1,2,Word
WORD,4874,平社員,ひらしゃいん,15,ordinary employee,nhân viên thường,普通职员,평사원,karyawan biasa,साधारण कर्मचारी,noun,1,3,Word
WORD,4875,釣り合い,つりあい,15,balance,cân bằng,均衡,균형,keseimbangan,संतुलन,noun,1,,Word
WORD,4876,不整合,ふせいごう,15,inconsistency,mâu thuẫn,不一致,불일치,inkonsistensi,असंगति,noun,1,2,Word
WORD,4877,矛盾,むじゅん,15,contradiction,mâu thuẫn,矛盾,모순,kontradiksi,विरोधाभास,noun,1,,Word
WORD,4878,仮想現実,かそうげんじつ,16,virtual reality,thực tế ảo,虚拟现实,가상 현실,realitas virtual,आभासी वास्तविकता,noun,1,4,Word
WORD,4879,空想,くうそう,15,fantasy,ảo tưởng,空想,공상,fantasi,कल्पना,noun,1,,Word
WORD,4880,異世界,いせかい,15,another world,thế giới khác,异世界,이세계,dunia lain,दूसरी दुनिया,noun,1,2,Word
WORD,4881,創造,そうぞう,15,creation,sáng tạo,创造,창조,penciptaan,सृजन,noun,1,,Word
WORD,4882,にわか雨,にわかあめ,16,shower,mưa rào,阵雨,소나기,hujan deras,बौछार,noun,1,3,Word
WORD,4883,通り雨,とおりあめ,15,passing shower,mưa thoáng qua,阵雨,소나기,hujan sebentar,गुजरती बारिश,noun,1,3,Word
WORD,4884,にわか,にわか,15,sudden,đột ngột,突然,갑작스러운,tiba-tiba,अचानक,noun,1,,Word
WORD,4885,聖杯,せいはい,16,Holy Grail,chén thánh,圣杯,성배,cawan suci,पवित्र कलश,noun,1,,Word
WORD,4886,異常気象,いじょうきしょう,16,abnormal weather,thời tiết bất thường,异常气象,이상 기상,cuaca abnormal,असामान्य मौसम,noun,1,4,Word
WORD,4887,熱帯夜,ねったいや,15,tropical night,đêm oi bức,热带夜,열대야,malam tropis,उष्णकटिबंधीय रात,noun,1,3,Word
WORD,4888,熱帯魚,ねったいぎょ,15,tropical fish,cá nhiệt đới,热带鱼,열대어,ikan tropis,उष्णकटिबंधीय मछली,noun,1,3,Word
WORD,4889,猛暑,もうしょ,14,heat wave,nắng nóng,酷暑,맹서,gelombang panas,भीषण गर्मी,noun,,1,Word
WORD,4890,華奢な,きゃしゃな,15,slender,mảnh khảnh,纤弱的,가냘픈,ramping,पतला,na_adjective,1,,Word
WORD,4891,丈夫な,じょうぶな,11,strong,khỏe mạnh,结实的,튼튼하다,kuat,मजबूत,na_adjective,1,,Word
WORD,4892,繊細な,せんさいな,13,delicate,tinh tế,"纤细的, 精致的",섬세한,halus,नाज़ुक,na_adjective,1,,Word
WORD,4893,神経質な,しんけいしつな,15,nervous,nhạy cảm,神经质的,신경질적인,gugup,घबराया हुआ,na_adjective,1,3,Word
WORD,4894,大胆な,だいたんな,13,bold,can đảm,"大胆的, 勇敢的",대담한,berani,साहसी,na_adjective,1,3,Word
WORD,4895,頑丈な,がんじょうな,14,sturdy,chắc chắn,"坚固的,结实的",튼튼하다,"kokoh,tahan lama",मज़बूत,na_adjective,1,,Word
WORD,4896,潔白,けっぱく,16,innocence,trong sạch,清白,결백,tidak bersalah,निर्दोषता,noun,1,,Word
WORD,4897,潔癖,けっぺき,15,fastidious,sạch sẽ quá mức,洁癖,결벽,teliti,बहुत सावधान,noun,1,,Word
WORD,4898,きれい好き,きれいずき,15,neat person,người ưa sạch sẽ,爱干净的人,깔끔쟁이,orang rapi,साफ-सफाई पसंद,noun,1,,Word
WORD,4899,追い風,おいかぜ,15,tailwind,gió thuận,顺风,순풍,angin belakang,अनुकूल हवा,noun,1,,Word
WORD,4900,向かい風,むかいかぜ,16,headwind,gió ngược,逆风,맞바람,angin sakal,सामने की हवा,noun,1,3,Word
WORD,4901,毒舌,どくぜつ,15,sharp tongue,ăn nói cay nghiệt,毒舌,독설,lidah tajam,कटु वचन,noun,1,,Word
WORD,4902,初体験,はつたいけん,15,first experience,trải nghiệm đầu tiên,初体验,첫 경험,pengalaman pertama,पहला अनुभव,noun,1,3,Word
WORD,4903,仲人,なこうど,16,matchmaker,người mai mối,媒人,중매인,mak comblang,बिचौलिया,noun,1,2,Word
WORD,4904,観測,かんそく,14,observation,quan sát,观测,관측,pengamatan,अवलोकन,noun,1,,Word
WORD,4905,フィードバック,フィードバック,15,feedback,phản hồi,反馈,피드백,umpan balik,प्रतिक्रिया,noun,1,4,Word
WORD,4906,有識者,ゆうしきしゃ,16,expert,chuyên gia,有识者,유식자,ahli,विशेषज्ञ,noun,1,4,Word
WORD,4907,変質者,へんしつしゃ,15,pervert,kẻ biến thái,变态,변태,penyimpang,विकृत व्यक्ति,noun,1,4,Word
WORD,4908,ショック,ショック,15,shock,cú sốc,冲击,충격,syok,सदमा,noun,,1,Word
WORD,4909,器用な,きような,14,skillful,khéo tay,"灵巧的,手巧的",손재주가 있다,"terampil,cekatan",कुशल,na_adjective,,1,Word
WORD,4910,プレゼント,プレゼント,5,present,quà,礼物,선물,hadiah,उपहार,noun,1,2,Word
WORD,4911,贈り物,おくりもの,8,gift,món quà,礼物,선물,hadiah,उपहार,noun,1,,Word
WORD,4912,ギフト,ギフト,15,gift,quà tặng,礼物,선물,hadiah,उपहार,noun,,1,Word
WORD,4913,下駄,げた,15,geta,guốc gỗ,木屐,게타,geta,गेटा चप्पल,noun,1,,Word
WORD,4914,独裁,どくさい,15,dictatorship,độc tài,独裁,독재,kediktatoran,तानाशाही,noun,1,,Word
WORD,4915,ドラム缶,ドラムかん,15,drum can,thùng phuy,铁桶,드럼통,drum,ड्रम,noun,1,,Word
WORD,4916,粉末,ふんまつ,15,powder,bột,粉末,분말,bubuk,पाउडर,noun,1,,Word
WORD,4917,液体,えきたい,11,liquid,chất lỏng,液体,액체,cairan,तरल,noun,1,,Word
WORD,4918,気体,きたい,12,gas,khí,气体,기체,gas,गैस,noun,1,,Word
WORD,4919,固体,こたい,13,solid,chất rắn,固体,고체,padat,ठोस,noun,1,,Word
WORD,4920,溶解,ようかい,15,dissolution,hòa tan,溶解,용해,pelarutan,घोलन,noun,1,,Word
WORD,4921,軌道,きどう,15,orbit,quỹ đạo,轨道,궤도,orbit,कक्षा,noun,1,,Word
WORD,4922,調達,ちょうたつ,15,procurement,mua sắm,筹措,조달,pengadaan,खरीद,noun,1,,Word
WORD,4923,購買,こうばい,15,purchase,mua,购买,구매,pembelian,खरीद,noun,1,,Word
WORD,4924,勾配,こうばい,15,slope,độ dốc,坡度,경사,kemiringan,ढलान,noun,1,,Word
WORD,4925,強制,きょうせい,13,compulsion,cưỡng chế,"强制, 强迫",강제,pemaksaan,ज़बरदस्ती,noun,1,,Word
WORD,4926,押し付け,おしつけ,15,imposition,áp đặt,强加,강요,pemaksaan,थोपना,noun,1,,Word
WORD,4927,偏見,へんけん,14,prejudice,định kiến,偏见,편견,prasangka,पूर्वाग्रह,noun,1,,Word
WORD,4928,先入観,せんにゅうかん,15,preconception,thành kiến,先入之见,선입관,prasangka,पूर्वाग्रह,noun,1,3,Word
WORD,4929,善意,ぜんい,14,goodwill,thiện ý,善意,선의,niat baik,सद्भावना,noun,,1,Word
WORD,4930,悪意,あくい,15,malice,ác ý,恶意,악의,kebencian,दुर्भावना,noun,,1,Word
WORD,4931,師匠,ししょう,15,master,sư phụ,师傅,스승,master,गुरु,noun,,1,Word
WORD,4932,弟子,でし,13,disciple,đệ tử,"徒弟, 弟子",제자,murid,शिष्य,noun,1,,Word
WORD,4933,師事,しじ,16,apprenticeship,học theo thầy,师从,사사,magang,शागिर्दी,noun,,1,Word
WORD,4934,挫折,ざせつ,14,setback,thất bại,挫折,좌절,kemunduran,निराशा,noun,1,,Word
WORD,4935,私事,わたくしごと,15,personal matter,chuyện riêng,私事,개인사,urusan pribadi,व्यक्तिगत मामला,noun,1,,Word
WORD,4936,私情,しじょう,15,personal feeling,tình cảm cá nhân,私情,사정,perasaan pribadi,व्यक्तिगत भावना,noun,1,,Word
WORD,4937,プライベート,プライベート,13,private,riêng tư,"私人的, 隐私的","프라이빗, 개인적인",pribadi,निजी,noun,1,3,Word
WORD,4938,公的な,こうてきな,15,public,công cộng,公开的,공적인,publik,सार्वजनिक,na_adjective,1,,Word
WORD,4939,転移,てんい,16,metastasis,di căn,转移,전이,metastasis,मेटास्टेसिस,noun,,1,Word
WORD,4940,独占,どくせん,15,monopoly,độc quyền,独占,독점,monopoli,एकाधिकार,noun,1,,Word
WORD,4941,パーキング,パーキング,16,parking,bãi đỗ xe,停车,주차,parkir,पार्किंग,noun,,1,Word
WORD,4942,ドライブスルー,ドライブスルー,15,drive-through,lái xe qua mua,免下车,드라이브 스루,drive-through,ड्राइव-थ्रू,noun,1,6,Word
